Scholarship_Name,Gender,Caste,Religion,Education,Income,ExServicemen,Disability,Sports,Percentage,Status
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,965471,No,No,No,77.66,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,PhD,63185,No,No,No,43.93,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,1098530,No,No,Yes,60.34,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,149183,No,Yes,Yes,56.59,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,SSC,856575,No,No,No,69.38,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,1162035,No,No,No,44.7,Not Eligible
State Minority Scholarship Part II,Female,Open,Sikh,Diploma,879199,No,No,No,88.08,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,SSC,474193,No,No,No,84.44,Eligible
Education Concession to Children of Ex-Servicemen,Male,SBC,Hindu,Diploma,1067396,Yes,No,No,65.16,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Postgraduate,670748,No,No,No,71.52,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,179184,No,No,Yes,78.62,Eligible
Education Concession to Children of Ex-Servicemen,Male,Open,Buddhist,PhD,594876,Yes,No,No,62.17,Eligible
State Minority Scholarship Part II,Female,Open,Christian,Undergraduate,1093332,No,No,Yes,92.84,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Postgraduate,290649,No,No,No,45.73,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,HSC,1110929,No,No,No,72.05,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,SSC,749861,No,No,No,65.58,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,SSC,410558,No,No,No,85.39,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Undergraduate,610717,No,No,No,59.9,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,SSC,526048,No,No,No,61.23,Eligible
Education Concession to Children of Ex-Servicemen,Female,OBC,Hindu,Postgraduate,1125280,Yes,No,No,64.28,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,SSC,141009,No,No,Yes,67.94,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Postgraduate,669043,No,No,No,90.0,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,1018944,No,No,No,78.4,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,989195,No,No,No,94.16,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,410420,No,No,Yes,85.89,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,298289,No,No,No,59.88,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,593015,No,No,No,49.42,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,287022,No,No,No,96.44,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,SSC,904783,No,No,No,46.17,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,820458,No,No,No,60.08,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,PhD,994554,No,No,No,57.12,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Diploma,500248,No,No,No,75.51,Eligible
State Minority Scholarship Part II,Female,Open,Buddhist,PhD,405849,No,Yes,No,47.79,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,SSC,625790,No,No,Yes,49.77,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,ST,Hindu,HSC,808981,Yes,No,No,85.39,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,PhD,1062257,No,Yes,No,86.85,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Undergraduate,221799,No,No,No,91.72,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,SSC,751876,No,No,No,64.2,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,207397,No,No,No,64.23,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,833752,No,No,No,67.01,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,603613,No,No,No,57.49,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,1175929,No,No,Yes,42.98,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,SSC,235656,No,No,No,61.09,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,241751,No,No,No,64.77,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,PhD,94200,No,No,No,50.15,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,838128,No,No,No,40.56,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Undergraduate,1001250,No,No,No,54.08,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Diploma,1017077,No,No,No,82.41,Not Eligible
State Minority Scholarship Part II,Female,Open,Muslim,PhD,990603,No,Yes,No,64.69,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,HSC,663508,No,No,No,87.82,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,126635,No,No,No,66.09,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,625202,No,No,No,41.16,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Undergraduate,1143576,No,Yes,No,46.23,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,923507,No,No,No,88.19,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,EWS,Hindu,SSC,1109950,Yes,No,No,80.18,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,PhD,194559,No,No,No,81.53,Eligible
State Minority Scholarship Part II,Female,Open,Jain,Undergraduate,1051183,No,No,No,52.4,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,867161,No,No,No,81.6,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,Open,Hindu,Diploma,1158128,No,No,No,93.07,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,HSC,1145810,No,No,No,55.5,Not Eligible
State Minority Scholarship Part II,Female,Open,Buddhist,PhD,1167419,No,Yes,No,68.88,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,SSC,922065,No,No,No,63.31,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,34349,No,No,No,88.56,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,PhD,381120,No,No,No,52.33,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,369413,No,No,Yes,84.68,Eligible
Education Concession to Children of Ex-Servicemen,Female,ST,Hindu,Postgraduate,683886,Yes,No,No,42.69,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,HSC,784693,No,No,Yes,41.4,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,PhD,215542,No,No,No,81.98,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,PhD,914672,No,No,No,50.96,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Undergraduate,645939,No,No,No,82.62,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Undergraduate,636033,No,No,No,93.65,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,859626,No,No,No,74.18,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,295225,No,No,No,97.85,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,1174899,No,No,No,83.65,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Postgraduate,79323,No,No,No,79.08,Eligible
State Minority Scholarship Part II,Female,Open,Buddhist,Postgraduate,1155516,No,No,No,62.91,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Postgraduate,997041,No,No,No,97.17,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,OBC,Hindu,Diploma,301146,Yes,No,Yes,53.35,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Undergraduate,361351,No,No,No,71.5,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,856899,No,No,No,75.29,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Diploma,99600,No,No,Yes,63.89,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,702864,No,No,Yes,69.49,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,997540,No,No,No,89.82,Eligible
State Minority Scholarship Part II,Male,Open,Buddhist,Postgraduate,624837,No,No,Yes,75.5,Eligible
Education Concession to Children of Ex-Servicemen,Male,SC,Hindu,HSC,60621,Yes,No,No,54.04,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,Open,Hindu,SSC,46747,No,No,No,61.53,Eligible
State Minority Scholarship Part II,Male,Open,Sikh,PhD,90646,No,No,No,57.03,Eligible
State Minority Scholarship Part II,Male,Open,Muslim,PhD,251903,No,No,No,48.57,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,1157950,No,No,No,48.3,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Diploma,202962,No,No,No,51.72,Eligible
Education Concession to Children of Ex-Servicemen,Male,SBC,Hindu,Undergraduate,895406,Yes,No,No,40.44,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,Open,Buddhist,Diploma,911047,Yes,No,No,56.94,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,Open,Hindu,PhD,346805,No,No,No,84.76,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,310026,No,No,No,73.2,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Undergraduate,1144519,No,No,No,50.68,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,SBC,Hindu,Undergraduate,630257,Yes,No,No,72.17,Eligible
State Minority Scholarship Part II,Male,Open,Sikh,Diploma,598963,No,No,No,60.97,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Undergraduate,593323,No,No,No,77.53,Eligible
Education Concession to Children of Ex-Servicemen,Male,VJNT,Hindu,Postgraduate,247214,Yes,No,No,250.0,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,67906,No,No,No,59.45,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Diploma,788426,No,No,No,96.95,Eligible
Education Concession to Children of Ex-Servicemen,Female,SC,Hindu,HSC,463141,Yes,No,No,57.82,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Postgraduate,894013,No,No,No,87.89,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Undergraduate,837308,No,No,No,58.5,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,SSC,41693,No,No,No,40.28,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,553404,No,No,No,59.11,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,SSC,733490,No,No,Yes,43.11,Not Eligible
State Minority Scholarship Part II,Male,Open,Christian,Diploma,1029746,No,No,No,82.22,Not Eligible
State Minority Scholarship Part II,Female,Open,Muslim,HSC,116370,No,No,No,80.74,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,PhD,743988,No,No,No,89.69,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,499830,No,No,No,73.77,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,HSC,925147,No,No,No,91.31,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,92404,No,No,No,77.59,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Undergraduate,894746,No,No,No,48.7,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,HSC,924318,No,No,No,86.95,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Postgraduate,646718,No,No,No,93.53,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,212416,No,No,No,60.92,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Postgraduate,119738,No,No,Yes,42.57,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,SBC,Hindu,SSC,194810,Yes,No,No,52.92,Eligible
State Minority Scholarship Part II,Female,Open,Buddhist,HSC,81164,No,No,No,49.77,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,573808,No,No,No,69.96,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Postgraduate,946930,No,No,No,86.37,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Postgraduate,1049780,No,No,No,57.04,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,965658,No,No,No,47.48,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,788661,No,No,No,59.43,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,878391,No,No,No,54.92,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,100138,No,No,No,65.39,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Diploma,374732,No,No,No,60.34,Eligible
State Minority Scholarship Part II,Female,Open,Muslim,HSC,1181159,No,No,No,91.54,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,1099143,No,No,No,41.9,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,HSC,1174164,No,No,No,87.2,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,668772,No,No,No,87.19,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Diploma,476138,No,No,No,83.65,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,324485,No,Yes,No,67.08,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,1032169,No,No,No,50.44,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Undergraduate,1013081,No,No,No,92.68,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,909969,No,No,No,83.3,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,169929,No,No,No,97.29,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Postgraduate,634623,No,No,Yes,95.6,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Undergraduate,773194,No,No,No,41.59,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,963616,No,No,No,93.5,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,HSC,428939,No,No,No,79.53,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Undergraduate,1059187,No,No,No,90.9,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,Diploma,932549,No,No,No,54.85,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,HSC,1102547,Yes,No,No,54.12,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,115452,No,No,No,74.38,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,SSC,1127197,No,No,No,94.38,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,PhD,694091,No,No,Yes,48.04,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,206956,No,No,No,64.03,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,HSC,604252,No,No,No,62.11,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,SSC,1030276,No,Yes,Yes,71.17,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,495225,No,No,No,83.38,Eligible
State Minority Scholarship Part II,Male,Open,Sikh,Postgraduate,1187131,No,No,No,74.42,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Postgraduate,710087,No,No,No,84.07,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Undergraduate,1186903,No,No,No,61.13,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,SSC,926761,No,No,No,97.78,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Diploma,1007734,No,No,No,92.58,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Undergraduate,940996,No,No,No,85.43,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,269104,No,No,No,64.51,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Diploma,826230,No,No,No,93.47,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,1133423,No,No,No,48.31,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,392533,No,No,No,55.79,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,SSC,201917,No,Yes,No,61.21,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Undergraduate,1132432,No,No,No,90.85,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,SSC,1055144,No,No,No,54.15,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,HSC,510976,No,No,No,63.85,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Undergraduate,123100,No,No,No,79.27,Eligible
State Minority Scholarship Part II,Male,Open,Muslim,Undergraduate,459723,No,No,No,76.35,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Undergraduate,319391,No,No,No,61.82,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Undergraduate,370886,No,No,No,64.18,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,HSC,81982,No,No,No,48.94,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,HSC,702688,No,No,No,50.92,Eligible
Education Concession to Children of Ex-Servicemen,Female,EWS,Hindu,Undergraduate,585614,Yes,No,Yes,46.01,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,718880,No,No,No,46.84,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Postgraduate,624564,No,No,No,96.2,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,PhD,142693,No,No,No,72.25,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,SSC,64983,No,No,No,48.04,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Postgraduate,921895,No,No,No,81.9,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,EWS,Hindu,Diploma,156545,Yes,Yes,No,69.34,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Postgraduate,424508,No,No,Yes,70.11,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,822442,No,Yes,Yes,49.58,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,PhD,668348,No,No,No,81.2,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,HSC,1099625,No,No,No,41.66,Not Eligible
State Minority Scholarship Part II,Male,Open,Muslim,PhD,909105,No,No,No,96.11,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Diploma,1124715,No,No,No,81.38,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,425394,No,Yes,No,88.07,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,195278,No,No,No,53.4,Eligible
Education Concession to Children of Ex-Servicemen,Female,VJNT,Hindu,SSC,123316,Yes,No,No,97.26,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,678073,No,No,No,76.96,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,Open,Hindu,Undergraduate,877729,No,No,No,50.32,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,618114,No,No,No,51.57,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Postgraduate,330350,No,No,No,86.91,Eligible
Education Concession to Children of Ex-Servicemen,Female,OBC,Hindu,Postgraduate,354984,Yes,No,No,72.21,Eligible
Education Concession to Children of Ex-Servicemen,Female,OBC,Hindu,Diploma,966323,Yes,No,No,78.01,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,1072721,No,No,No,47.22,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,1007000,No,No,No,93.54,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,SC,Hindu,PhD,919121,Yes,No,No,78.64,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,SBC,Hindu,Postgraduate,645477,Yes,No,No,86.88,Eligible
Education Concession to Children of Ex-Servicemen,Female,VJNT,Hindu,SSC,472663,Yes,No,No,71.43,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,773058,No,No,Yes,70.04,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,925031,No,No,No,98.07,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Undergraduate,908794,No,No,Yes,63.11,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Postgraduate,242484,No,No,No,97.73,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,SSC,1108067,No,No,No,44.09,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Undergraduate,1080373,No,No,No,81.7,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,188986,No,No,No,300.0,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,1152730,No,No,No,61.21,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,Open,Hindu,Diploma,726627,Yes,No,No,60.18,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,729333,No,No,No,40.91,Not Eligible
